sku_id,vendor_slug,vendor_brand,vendor_tier,vendor_status,name,peptide_canonical,peptide_variant,dose_value,dose_unit,format,concentration,bottle_size,list_price_usd,sale_price_usd,sale_observed_at,per_mg_price_usd,volume_tier_label,bundle_membership,crypto_discount_pct,subscription_price_usd,out_of_stock,url,raw_artifact,evidence_entry_id
aio-peptides:hcg-5000iu,aio-peptides,AIO Peptides,2,ok,HCG 5000IU,other,,5000,mcg,vial,,,57.0,45.6,2026-01-16T00:00:00Z,0,,[],0,,false,https://aiopeptides.com/product/hcg-5000iu/,03_raw_fetches/aio-peptides/catalog_3.md,claim-64
aio-peptides:ghrp-2-5mg,aio-peptides,AIO Peptides,2,ok,GHRP-2 5mg,GHRP-2,,5,mg,vial,,,38.0,30.4,2026-01-16T00:00:00Z,7.6,,[],0,,false,https://aiopeptides.com/product/ghrp-2-5mg/,03_raw_fetches/aio-peptides/catalog_2.md,claim-65
aio-peptides:bacteriostatic-water-3ml,aio-peptides,AIO Peptides,2,ok,Bacteriostatic Water 3ml,other,,0,mg,other,,3ml,5.0,,,0,,[],0,,false,https://aiopeptides.com/product/bacteriostatic-water-3ml/,03_raw_fetches/aio-peptides/catalog_1.md,claim-66
aio-peptides:bacteriostatic-water-10ml,aio-peptides,AIO Peptides,2,ok,Bacteriostatic Water 10ml,other,,0,mg,other,,10ml,8.0,,,0,,[],0,,false,https://aiopeptides.com/product/bacteriostatic-water-10ml/,03_raw_fetches/aio-peptides/catalog_1.md,claim-67
aio-peptides:acetic-acid-6pct-10ml,aio-peptides,AIO Peptides,2,ok,Acetic Acid .6% 10ml,other,,0,mg,other,,10ml,9.0,,,0,,[],0,,false,https://aiopeptides.com/product/acetic-acid-6-10ml/,03_raw_fetches/aio-peptides/catalog_1.md,claim-68
aio-peptides:insulin-syringes-10-pack,aio-peptides,AIO Peptides,2,ok,Insulin Syringes - 10 Pack,other,,0,mg,other,,,10.0,,,0,,[],0,,false,https://aiopeptides.com/product/insulin-syringes-10-pack/,03_raw_fetches/aio-peptides/catalog_3.md,claim-69
aio-peptides:6-vial-peptide-case,aio-peptides,AIO Peptides,2,ok,6-Vial Peptide Case,other,,0,mg,other,,,12.0,,,0,,[],0,,false,https://aiopeptides.com/product/6-vial-peptide-case/,03_raw_fetches/aio-peptides/catalog_1.md,claim-70
aio-peptides:10-vial-peptide-case,aio-peptides,AIO Peptides,2,ok,10-Vial Peptide Case,other,,0,mg,other,,,20.0,,,0,,[],0,,false,https://aiopeptides.com/product/10-vial-peptide-case/,03_raw_fetches/aio-peptides/catalog_1.md,claim-71
alpha-carbon-labs:bpc-157-5mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,BPC-157,BPC-157,acetate,5,mg,vial,uncertain,5mg vial,45.0,,,9.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/bpc-157,03_raw_fetches/alpha-carbon-labs/product_1__bpc-157.md,claim-bpc157-price
alpha-carbon-labs:tb-500-10mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,TB-500,TB-500,acetate,10,mg,vial,uncertain,10mg vial,115.0,,,11.5,1-pack,[],0,,false,https://alphacarbonlabs.com/product/tb-500,03_raw_fetches/alpha-carbon-labs/product_2__tb-500.md,claim-tb500-price
alpha-carbon-labs:semaglutide-10mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Semaglutide 10mg,Semaglutide,acetate,10,mg,vial,uncertain,10mg vial,60.0,,,6.0,1-pack,[],0,,false,https://alphacarbonlabs.com/product/semaglutide,03_raw_fetches/alpha-carbon-labs/product_3__semaglutide.md,claim-semaglutide-price
alpha-carbon-labs:semaglutide-30mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Semaglutide 30mg,Semaglutide,acetate,30,mg,vial,uncertain,30mg vial,0,,,0,1-pack,[],0,,uncertain,https://alphacarbonlabs.com/product/semaglutide,03_raw_fetches/alpha-carbon-labs/product_3__semaglutide.md,claim-semaglutide-30mg-uncertain
alpha-carbon-labs:tirzepatide-5mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Tirzepatide,Tirzepatide,acetate,5,mg,vial,uncertain,5mg vial,55.0,,,11.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/tirzepatide,03_raw_fetches/alpha-carbon-labs/product_5__tirzepatide.md,claim-tirzepatide-price
alpha-carbon-labs:retatrutide-20mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Retatrutide 20mg,Retatrutide,acetate,20,mg,vial,uncertain,20mg vial,160.0,,,8.0,1-pack,[],0,,false,https://alphacarbonlabs.com/product/retatrutide,03_raw_fetches/alpha-carbon-labs/product_4__retatrutide.md,claim-retatrutide-price
alpha-carbon-labs:retatrutide-30mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Retatrutide 30mg,Retatrutide,acetate,30,mg,vial,uncertain,30mg vial,0,,,0,1-pack,[],0,,uncertain,https://alphacarbonlabs.com/product/retatrutide,03_raw_fetches/alpha-carbon-labs/product_4__retatrutide.md,claim-retatrutide-30mg-uncertain
alpha-carbon-labs:ghk-cu-50mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,GHK-CU 50mg,GHK-Cu,copper_complex,50,mg,vial,uncertain,50mg vial,50.0,,,1.0,1-pack,[],0,,false,https://alphacarbonlabs.com/product/ghk-cu,03_raw_fetches/alpha-carbon-labs/product_6__ghk-cu.md,claim-ghkcu-price
alpha-carbon-labs:ghk-cu-100mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,GHK-CU 100mg,GHK-Cu,copper_complex,100,mg,vial,uncertain,100mg vial,0,,,0,1-pack,[],0,,uncertain,https://alphacarbonlabs.com/product/ghk-cu,03_raw_fetches/alpha-carbon-labs/product_6__ghk-cu.md,claim-ghkcu-100mg-uncertain
alpha-carbon-labs:nad-500mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,NAD+,other,nicotinamide_adenine_dinucleotide,500,mg,vial,uncertain,500mg vial,115.0,,,0.23,1-pack,[],0,,false,https://alphacarbonlabs.com/product/nad,03_raw_fetches/alpha-carbon-labs/product_14__nad.md,claim-nad-price
alpha-carbon-labs:ipamorelin-5mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Ipamorelin,Ipamorelin,acetate,5,mg,vial,uncertain,5mg vial,40.0,,,8.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/ipamorelin,03_raw_fetches/alpha-carbon-labs/product_7__ipamorelin.md,claim-ipamorelin-price
alpha-carbon-labs:cjc-1295-2mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,CJC-1295,CJC-1295 (without DAC),acetate,2,mg,vial,uncertain,2mg vial,40.0,,,20.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/cjc-1295,03_raw_fetches/alpha-carbon-labs/product_8__cjc-1295.md,claim-cjc1295-price
alpha-carbon-labs:epithalon-10mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Epithalon,Epithalon,acetate,10,mg,vial,uncertain,10mg vial,50.0,,,5.0,1-pack,[],0,,false,https://alphacarbonlabs.com/product/epithalon,03_raw_fetches/alpha-carbon-labs/product_9__epithalon.md,claim-epithalon-price
alpha-carbon-labs:selank-5mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Selank,Selank,acetate,5,mg,vial,uncertain,5mg vial,44.0,,,8.8,1-pack,[],0,,false,https://alphacarbonlabs.com/product/selank,03_raw_fetches/alpha-carbon-labs/product_10__selank.md,claim-selank-price
alpha-carbon-labs:semax-5mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Semax,Semax,acetate,5,mg,vial,uncertain,5mg vial,48.0,,,9.6,1-pack,[],0,,false,https://alphacarbonlabs.com/product/semax,03_raw_fetches/alpha-carbon-labs/product_11__semax.md,claim-semax-price
alpha-carbon-labs:pt-141-10mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,PT-141,PT-141 (Bremelanotide),acetate,10,mg,vial,uncertain,10mg vial,60.0,,,6.0,1-pack,[],0,,false,https://alphacarbonlabs.com/product/pt-141,03_raw_fetches/alpha-carbon-labs/product_12__pt-141.md,claim-pt141-price
alpha-carbon-labs:mots-c-10mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,MOTS-c,MOTS-c,acetate,10,mg,vial,uncertain,10mg vial,60.0,,,6.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/mots-c,03_raw_fetches/alpha-carbon-labs/product_13__mots-c.md,claim-motsc-price
alpha-carbon-labs:thymosin-alpha-1-10mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Thymosin Alpha-1,Thymosin Alpha-1,acetate,10,mg,vial,uncertain,10mg vial,135.0,,,13.5,1-pack,[],0,,false,https://alphacarbonlabs.com/product/thymosin-alpha-1,03_raw_fetches/alpha-carbon-labs/product_18__thymosin-alpha-1.md,claim-thymosinA1-price
alpha-carbon-labs:kpv-5mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,KPV,KPV,acetate,5,mg,vial,uncertain,5mg vial,55.0,,,11.0,1-pack,[],0,,false,https://alphacarbonlabs.com/product/kpv,03_raw_fetches/alpha-carbon-labs/product_17__kpv.md,claim-kpv-price
alpha-carbon-labs:melanotan-ii-10mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Melanotan-II,other,acetate,10,mg,vial,uncertain,10mg vial,50.0,,,5.0,1-pack,[],0,,false,https://alphacarbonlabs.com/product/melanotan-ii,03_raw_fetches/alpha-carbon-labs/product_16__melanotan-ii.md,claim-melanotan2-price
alpha-carbon-labs:bpc-157-tb-500-blend-10mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,BPC-157 + TB-500,BPC-157,blend,10,mg,vial,5mg/5mg,10mg vial (5mg BPC-157 + 5mg TB-500),89.99,,,9.0,1-pack,"[""bpc-157-tb-500-blend""]",0,,false,https://alphacarbonlabs.com/product/bpc-157-tb-500-blend,03_raw_fetches/alpha-carbon-labs/product_15__bpc-157-tb-500-blend.md,claim-bpctb500-price
alpha-carbon-labs:bpc-tb-ghk-glow-70mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,BPC-157 + TB-500 + GHK-Cu GLOW,BPC-157,blend,70,mg,vial,10mg/10mg/50mg,70mg vial (10mg BPC-157 + 10mg TB-500 + 50mg GHK-Cu),129.0,,,1.8429,1-pack,"[""glow-blend""]",0,,false,https://alphacarbonlabs.com/product/bpc-157-tb-500-ghk-cu-glow-blend,03_raw_fetches/alpha-carbon-labs/product_27__bpc-157-tb-500-ghk-cu-glow-blend.md,claim-glowblend-price
alpha-carbon-labs:bpc-tb-ghk-kpv-klow-80mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,BPC-157 + TB-500 + GHK-Cu + KPV-10 KLOW,BPC-157,blend,80,mg,vial,10mg/10mg/50mg/10mg,80mg vial (10mg BPC-157 + 10mg TB-500 + 50mg GHK-Cu + 10mg KPV),149.0,,,1.8625,1-pack,"[""klow-blend""]",0,,true,https://alphacarbonlabs.com/product/bpc-157-tb-500-ghk-cu-kpv-10-klow-blend,03_raw_fetches/alpha-carbon-labs/product_28__bpc-157-tb-500-ghk-cu-kpv-10-klow-blend.md,claim-klowblend-price
alpha-carbon-labs:cerebrolysin-60mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Cerebrolysin,other,neuropeptide_mix,60,mg,vial,uncertain,60mg vial,110.0,,,1.8333,1-pack,[],0,,false,https://alphacarbonlabs.com/product/cerebrolysin,03_raw_fetches/alpha-carbon-labs/product_19__cerebrolysin.md,claim-cerebrolysin-price
alpha-carbon-labs:ss-31-10mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,SS-31,SS-31,acetate,10,mg,vial,uncertain,10mg vial,80.0,,,8.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/ss-31,03_raw_fetches/alpha-carbon-labs/product_20__ss-31.md,claim-ss31-price
alpha-carbon-labs:aicar-50mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,AICAR,other,aminoimidazole_carboxamide,50,mg,vial,uncertain,50mg vial,55.0,,,1.1,1-pack,[],0,,true,https://alphacarbonlabs.com/product/aicar,03_raw_fetches/alpha-carbon-labs/product_21__aicar.md,claim-aicar-price
alpha-carbon-labs:dsip-5mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,DSIP,DSIP,acetate,5,mg,vial,uncertain,5mg vial,50.0,,,10.0,1-pack,[],0,,false,https://alphacarbonlabs.com/product/dsip,03_raw_fetches/alpha-carbon-labs/product_22__dsip.md,claim-dsip-price
alpha-carbon-labs:oxytocin-2mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Oxytocin,other,acetate,2,mg,vial,uncertain,2mg vial,30.0,,,15.0,1-pack,[],0,,false,https://alphacarbonlabs.com/product/oxytocin,03_raw_fetches/alpha-carbon-labs/product_23__oxytocin.md,claim-oxytocin-price
alpha-carbon-labs:sermorelin-5mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Sermorelin,other,acetate,5,mg,vial,uncertain,5mg vial,45.0,,,9.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/sermorelin,03_raw_fetches/alpha-carbon-labs/product_24__sermorelin.md,claim-sermorelin-price
alpha-carbon-labs:slu-pp-332-5mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,SLU-PP-332,other,research_compound,5,mg,vial,uncertain,5mg vial,89.0,,,17.8,1-pack,[],0,,false,https://alphacarbonlabs.com/product/slu-pp-332,03_raw_fetches/alpha-carbon-labs/product_25__slu-pp-332.md,claim-slupppp332-price
alpha-carbon-labs:5-amino-1mq-5mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,5-Amino-1MQ,5-Amino-1MQ,research_compound,5,mg,vial,uncertain,5mg vial,40.0,,,8.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/5-amino-1mq,03_raw_fetches/alpha-carbon-labs/product_26__5-amino-1mq.md,claim-5amino1mq-price
alpha-carbon-labs:ll-37-5mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,LL-37,LL-37,acetate,5,mg,vial,uncertain,5mg vial,75.0,,,15.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/ll-37,03_raw_fetches/alpha-carbon-labs/product_29__ll-37.md,claim-ll37-price
alpha-carbon-labs:igf-1lr3-1mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,IGF-1LR3,IGF-1 LR3,lr3,1,mg,vial,uncertain,1mg vial,135.0,,,135.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/igf-1lr3,03_raw_fetches/alpha-carbon-labs/product_30__igf-1lr3.md,claim-igf1lr3-price
alpha-carbon-labs:ghrp-2-5mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,GHRP-2,GHRP-2,acetate,5,mg,vial,uncertain,5mg vial,50.0,,,10.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/ghrp-2,03_raw_fetches/alpha-carbon-labs/product_31__ghrp-2.md,claim-ghrp2-price
alpha-carbon-labs:ghrp-6-5mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,GHRP-6,GHRP-6,acetate,5,mg,vial,uncertain,5mg vial,50.0,,,10.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/ghrp-6,03_raw_fetches/alpha-carbon-labs/product_32__ghrp-6.md,claim-ghrp6-price
alpha-carbon-labs:aod9604-5mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,AOD9604,AOD-9604,acetate,5,mg,vial,uncertain,5mg vial,80.0,,,16.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/aod9604,03_raw_fetches/alpha-carbon-labs/product_33__aod9604.md,claim-aod9604-price
alpha-carbon-labs:dihexa-5mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Dihexa,other,angiotensin_analog,5,mg,vial,uncertain,5mg vial,40.0,,,8.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/dihexa,03_raw_fetches/alpha-carbon-labs/product_34__dihexa.md,claim-dihexa-price
alpha-carbon-labs:mk-677-10mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,MK-677 (Ibutamoren),MK-677 (Ibutamoren),research_compound,10,mg,vial,uncertain,10mg vial,50.0,,,5.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/mk-677-ibutamoren,03_raw_fetches/alpha-carbon-labs/product_35__mk-677-ibutamoren.md,claim-mk677-price
alpha-carbon-labs:mgf-2mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,MGF,MGF (PEG-MGF),mechano_growth_factor,2,mg,vial,uncertain,2mg vial,39.0,,,19.5,1-pack,[],0,,true,https://alphacarbonlabs.com/product/mgf,03_raw_fetches/alpha-carbon-labs/product_36__mgf.md,claim-mgf-price
alpha-carbon-labs:peg-mgf-2mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,PEG MGF,MGF (PEG-MGF),peg_form,2,mg,vial,uncertain,2mg vial,66.0,,,33.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/peg-mgf,03_raw_fetches/alpha-carbon-labs/product_37__peg-mgf.md,claim-pegmgf-price
alpha-carbon-labs:hexarelin-2mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Hexarelin,Hexarelin,acetate,2,mg,vial,uncertain,2mg vial,50.0,,,25.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/hexarelin,03_raw_fetches/alpha-carbon-labs/product_41__hexarelin.md,claim-hexarelin-price
alpha-carbon-labs:hgh-fragment-176-191-2mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,HGH Fragment 176-191,Fragment 176-191,fragment,2,mg,vial,uncertain,2mg vial,49.0,,,24.5,1-pack,[],0,,true,https://alphacarbonlabs.com/product/hgh-fragment-176-191,03_raw_fetches/alpha-carbon-labs/product_42__hgh-fragment-176-191.md,claim-hghfragment-price
alpha-carbon-labs:cagrilintide-5mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Cagrilintide,other,amylin_analog,5,mg,vial,uncertain,5mg vial,90.0,,,18.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/cagrilintide,03_raw_fetches/alpha-carbon-labs/product_38__cagrilintide.md,claim-cagrilintide-price
alpha-carbon-labs:mazdutide-5mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Mazdutide,other,glp1_gcgr_dual_agonist,5,mg,vial,uncertain,5mg vial,90.0,,,18.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/mazdutide,03_raw_fetches/alpha-carbon-labs/product_39__mazdutide.md,claim-mazdutide-price
alpha-carbon-labs:survodutide-2mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Survodutide,other,glp1_gcgr_dual_agonist,2,mg,vial,uncertain,2mg vial,90.0,,,45.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/survodutide,03_raw_fetches/alpha-carbon-labs/product_40__survodutide.md,claim-survodutide-price
alpha-carbon-labs:glutathione-1500mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Glutathione,other,tripeptide_antioxidant,1500,mg,vial,uncertain,1500mg vial,80.0,,,0.0533,1-pack,[],0,,true,https://alphacarbonlabs.com/product/glutathione,03_raw_fetches/alpha-carbon-labs/catalog_1.md,claim-glutathione-price
alpha-carbon-labs:ace-031-1mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,ACE-031,other,activin_receptor_inhibitor,1,mg,vial,uncertain,1mg vial,175.0,,,175.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/ace-031,03_raw_fetches/alpha-carbon-labs/catalog_1.md,claim-ace031-price
alpha-carbon-labs:adipotide-2mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Adipotide,other,proapoptotic_peptide,2,mg,vial,uncertain,2mg vial,70.0,,,35.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/adipotide,03_raw_fetches/alpha-carbon-labs/catalog_1.md,claim-adipotide-price
alpha-carbon-labs:ara-290-10mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,ARA-290,other,erythropoietin_analog,10,mg,vial,uncertain,10mg vial,59.0,,,5.9,1-pack,[],0,,true,https://alphacarbonlabs.com/product/ara-290,03_raw_fetches/alpha-carbon-labs/catalog_1.md,claim-ara290-price
alpha-carbon-labs:botulinum-toxin-100iu,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Botulinum Toxin,other,botulinum_toxin,100,mg,vial,100IU,100IU vial,110.0,,,0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/botulinum-toxin,03_raw_fetches/alpha-carbon-labs/catalog_1.md,claim-botulinum-price
alpha-carbon-labs:gonadorelin-2mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Gonadorelin,other,gnrh_analog,2,mg,vial,uncertain,2mg vial,50.0,,,25.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/gonadorelin,03_raw_fetches/alpha-carbon-labs/catalog_1.md,claim-gonadorelin-price
alpha-carbon-labs:hcg-2000iu,alpha-carbon-labs,Alpha Carbon Labs,2,ok,HCG,other,glycoprotein_hormone,2000,mg,vial,2000IU,2000IU vial,50.0,,,0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/hcg,03_raw_fetches/alpha-carbon-labs/catalog_1.md,claim-hcg-price
alpha-carbon-labs:hmg-75iu,alpha-carbon-labs,Alpha Carbon Labs,2,ok,HMG,other,gonadotropin,75,mg,vial,75IU,75IU vial,55.0,,,0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/hmg,03_raw_fetches/alpha-carbon-labs/catalog_1.md,claim-hmg-price
alpha-carbon-labs:igf-des-2mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,IGF-DES,other,igf_truncated,2,mg,vial,uncertain,2mg vial,50.0,,,25.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/igf-des,03_raw_fetches/alpha-carbon-labs/catalog_1.md,claim-igfdes-price
alpha-carbon-labs:kisspeptin-10-5mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,KissPeptin-10,other,kisspeptin,5,mg,vial,uncertain,5mg vial,55.0,,,11.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/kisspeptin-10,03_raw_fetches/alpha-carbon-labs/catalog_1.md,claim-kisspeptin-price
alpha-carbon-labs:melatonin-10mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Melatonin,other,hormone,10,mg,vial,uncertain,10mg vial,52.0,,,5.2,1-pack,[],0,,true,https://alphacarbonlabs.com/product/melatonin,03_raw_fetches/alpha-carbon-labs/catalog_1.md,claim-melatonin-price
alpha-carbon-labs:mt-1-10mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,MT-1,other,melanocortin_agonist,10,mg,vial,uncertain,10mg vial,60.0,,,6.0,1-pack,[],0,,true,https://alphacarbonlabs.com/product/mt-1,03_raw_fetches/alpha-carbon-labs/catalog_1.md,claim-mt1-price
alpha-carbon-labs:snap-8-10mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Snap-8,other,octapeptide_cosmetic,10,mg,vial,uncertain,10mg vial,49.0,,,4.9,1-pack,[],0,,true,https://alphacarbonlabs.com/product/snap-8,03_raw_fetches/alpha-carbon-labs/catalog_1.md,claim-snap8-price
alpha-carbon-labs:thymalin-10mg,alpha-carbon-labs,Alpha Carbon Labs,2,ok,Thymalin,other,thymus_extract,10,mg,vial,uncertain,10mg vial,55.0,,,5.5,1-pack,[],0,,true,https://alphacarbonlabs.com/product/thymalin,03_raw_fetches/alpha-carbon-labs/catalog_1.md,claim-thymalin-price
alpha-peptides:bac-water-generic,alpha-peptides,Alpha Peptides,3,partial,Generic Bacteriostatic Water (BAC),other,empty,,other,other,uncertain,uncertain,12.99,8.99,2026-05-07T19:43:11Z,,empty,[],0,,false,https://alpha-peptides.com/product/bac-water/,03_raw_fetches/alpha-peptides/blog_1.md,claim-10
alpha-peptides:hospira-bac-water,alpha-peptides,Alpha Peptides,3,partial,Hospira Bacteriostatic Water (BAC),other,empty,,other,other,uncertain,uncertain,19.99,17.99,2026-05-07T19:43:11Z,,empty,[],0,,false,https://alpha-peptides.com/product/hospira-bacteriostatic-water-bac/,03_raw_fetches/alpha-peptides/blog_1.md,claim-11
alpha-peptides:tesamorelin,alpha-peptides,Alpha Peptides,3,partial,TESAMORELIN,other,empty,,mg,vial,uncertain,uncertain,49.99,,,,empty,[],0,,false,https://alpha-peptides.com/product/tesamorelin/,03_raw_fetches/alpha-peptides/blog_1.md,claim-12
alpha-peptides:bpc-157,alpha-peptides,Alpha Peptides,3,partial,BPC-157,BPC-157,empty,,mg,vial,uncertain,uncertain,,,,,empty,[],0,,uncertain,https://alpha-peptides.com/product/bpc-157/,03_raw_fetches/alpha-peptides/product_sitemap.md,claim-13
alpha-peptides:tb-500,alpha-peptides,Alpha Peptides,3,partial,TB-500,TB-500,empty,,mg,vial,uncertain,uncertain,,,,,empty,[],0,,uncertain,https://alpha-peptides.com/product/tb-500/,03_raw_fetches/alpha-peptides/product_sitemap.md,claim-13
alpha-peptides:ghk-cu,alpha-peptides,Alpha Peptides,3,partial,GHK-Cu,GHK-Cu,empty,,mg,vial,uncertain,uncertain,,,,,empty,[],0,,uncertain,https://alpha-peptides.com/product/ghk-cu/,03_raw_fetches/alpha-peptides/product_sitemap.md,claim-13
alpha-peptides:mots-c,alpha-peptides,Alpha Peptides,3,partial,MOTS-c,MOTS-c,empty,,mg,vial,uncertain,uncertain,,,,,empty,[],0,,uncertain,https://alpha-peptides.com/product/mots-c/,03_raw_fetches/alpha-peptides/product_sitemap.md,claim-13
amino-amigos:glp1-sema-5mg,amino-amigos,Amino Amigos,2,ok,GLP1 SG SEMA 5mg,Semaglutide,,5,mg,vial,,5mg vial,65.0,65.0,2026-05-07T17:07:37Z,13.0,1-pack,[],0,,False,https://aminoamigos.com/product/semaglutide/,03_raw_fetches/amino-amigos/product_01__semaglutide.md,claim-sku-sema-5mg
amino-amigos:glp1-sema-10mg,amino-amigos,Amino Amigos,2,ok,GLP1 SG SEMA 10mg,Semaglutide,,10,mg,vial,,10mg vial,110.0,110.0,2026-05-07T17:07:37Z,11.0,1-pack,[],0,,False,https://aminoamigos.com/product/semaglutide/,03_raw_fetches/amino-amigos/product_01__semaglutide.md,claim-sku-sema-10mg
amino-amigos:glp1-sema-20mg,amino-amigos,Amino Amigos,2,ok,GLP1 SG SEMA 20mg,Semaglutide,,20,mg,vial,,20mg vial,170.0,170.0,2026-05-07T17:07:37Z,8.5,1-pack,[],0,,False,https://aminoamigos.com/product/semaglutide/,03_raw_fetches/amino-amigos/product_01__semaglutide.md,claim-sku-sema-20mg
amino-amigos:glp2-tirz-10mg,amino-amigos,Amino Amigos,2,ok,GLP2 TZ TIRZ 10mg,Tirzepatide,,10,mg,vial,,10mg vial,99.0,99.0,2026-05-07T17:07:37Z,9.9,1-pack,[],0,,False,https://aminoamigos.com/product/tirzepatide/,03_raw_fetches/amino-amigos/product_02__tirzepatide.md,claim-sku-tirz-10mg
amino-amigos:glp2-tirz-20mg,amino-amigos,Amino Amigos,2,ok,GLP2 TZ TIRZ 20mg,Tirzepatide,,20,mg,vial,,20mg vial,180.0,180.0,2026-05-07T17:07:37Z,9.0,1-pack,[],0,,False,https://aminoamigos.com/product/tirzepatide/,03_raw_fetches/amino-amigos/product_02__tirzepatide.md,claim-sku-tirz-20mg
amino-amigos:glp2-tirz-65mg,amino-amigos,Amino Amigos,2,ok,GLP2 TZ TIRZ 65mg,Tirzepatide,,65,mg,vial,,65mg vial,560.0,560.0,2026-05-07T17:07:37Z,8.62,1-pack,[],0,,False,https://aminoamigos.com/product/tirzepatide/,03_raw_fetches/amino-amigos/product_02__tirzepatide.md,claim-sku-tirz-65mg
